imDbId,title,fullTitle,type,year,imDb,metacritic,theMovieDb,rottenTomatoes,tV_com,filmAffinity,errorMessage
tt8102036,Kevin Smith: Silent But Deadly,Kevin Smith: Silent But Deadly (2018),Movie,2018,7,,6.7,,,,
tt0395571,Hawking,Hawking (2004),Movie,2004,7.5,,7.2,,,6.8,
tt0119644,Meet Wally Sparks,Meet Wally Sparks (1997),Movie,1997,5.3,,5.1,13,,,
tt3598178,John Leguizamo's Ghetto Klown,John Leguizamo's Ghetto Klown (2014),Movie,2014,7.5,,6.6,,,7.2,
tt2433040,Beyond the Mask,Beyond the Mask (2015),Movie,2015,5.1,,5.3,29,,3.8,
tt1034302,The Cry of the Owl,The Cry of the Owl (2009),Movie,2009,5.9,,5.7,11,,5.5,
tt1754853,Waiting for Lightning,Waiting for Lightning (2012),Movie,2012,7.4,45,5.5,,,,
tt3353060,Stealing Cars,Stealing Cars (2015),Movie,2015,5.8,,6.2,,,4.9,
tt0067602,Oasis of Fear,Oasis of Fear (1971),Movie,1971,6.2,,5.5,,,5.1,
tt5969180,I Hate Kids,I Hate Kids (2019),Movie,2019,5.2,12,6.4,,,,
tt0806147,Extreme Movie,Extreme Movie (2008),Movie,2008,3.7,,4.3,,4,3.2,
tt8766120,When We Last Spoke,When We Last Spoke (2019),Movie,2019,7.2,,,78,,,
tt3915160,A Secret Service Christmas,A Secret Service Christmas (2013),Movie,2013,5.7,,5.1,,,3.5,
tt0838231,Unfinished Sky,Unfinished Sky (2007),Movie,2007,6.8,,6.6,89,,,
tt0078767,The Amityville Horror,The Amityville Horror (1979),Movie,1979,6.3,28,6.3,,,5.6,
tt0080100,The Visitor,The Visitor (1979),Movie,1979,5.1,65,5.2,78,,4.4,
tt0103303,Year of the Gun,Year of the Gun (1991),Movie,1991,5.6,,4.9,,,5,
tt2326574,The Identical,The Identical (2014),Movie,2014,5.2,25,5.5,,,4.8,
